#complex,groundtruth
#2-variable linear MBA expression
-x-1,~x
1*(z^~(~x&((1*(a&b)-3*(a&~b)+3*(a^b)-3*~(a|b)-5*~(a|~b)+3*~a)&z)))-2*(~x|(~(1*(a&b)-3*(a&~b)+3*(a^b)-3*~(a|b)-5*~(a|~b)+3*~a)&z))-11*((1*(a&b)-3*(a&~b)+3*(a^b)-3*~(a|b)-5*~(a|~b)+3*~a)&~z)+1*~(x|((1*(a&b)-3*(a&~b)+3*(a^b)-3*~(a|b)-5*~(a|~b)+3*~a)|z))+12*~(x|(~(1*(a&b)-3*(a&~b)+3*(a^b)-3*~(a|b)-5*~(a|~b)+3*~a)|z))-1*~(~x|((1*(a&b)-3*(a&~b)+3*(a^b)-3*~(a|b)-5*~(a|~b)+3*~a)|z))+2*(~x&(~(1*(a&b)-3*(a&~b)+3*(a^b)-3*~(a|b)-5*~(a|~b)+3*~a)&z))+1*(~x&((1*(a&b)-3*(a&~b)+3*(a^b)-3*~(a|b)-5*~(a|~b)+3*~a)&z))+2*(x&(~(1*(a&b)-3*(a&~b)+3*(a^b)-3*~(a|b)-5*~(a|~b)+3*~a)&z)),-10*~(~x|(~b|z)),(1*(a&b)-3*(a&~b)+3*(a^b)-3*~(a|b)-5*~(a|~b)+3*~a)
-1*(((12*(a&b)+6*(a&~b)-11*b-5*~(a&b)+5*~(a|b)+16*~(a|~b))&z)|(y&~z))-5*(z^~(~(12*(a&b)+6*(a&~b)-11*b-5*~(a&b)+5*~(a|b)+16*~(a|~b))|(~y&z)))+11*(y^~(~(12*(a&b)+6*(a&~b)-11*b-5*~(a&b)+5*~(a|b)+16*~(a|~b))&(~y|z)))+1*~((12*(a&b)+6*(a&~b)-11*b-5*~(a&b)+5*~(a|b)+16*~(a|~b))|(~y|z))+6*~(~(12*(a&b)+6*(a&~b)-11*b-5*~(a&b)+5*~(a|b)+16*~(a|~b))|(~y|z))+5*(~(12*(a&b)+6*(a&~b)-11*b-5*~(a&b)+5*~(a|b)+16*~(a|~b))&(~y&z))-6*(~(12*(a&b)+6*(a&~b)-11*b-5*~(a&b)+5*~(a|b)+16*~(a|~b))&(y&z))-5*((12*(a&b)+6*(a&~b)-11*b-5*~(a&b)+5*~(a|b)+16*~(a|~b))&(~y&z))+1*((12*(a&b)+6*(a&~b)-11*b-5*~(a&b)+5*~(a|b)+16*~(a|~b))&(y&z)),6*~(~a|(y|z)),(12*(a&b)+6*(a&~b)-11*b-5*~(a&b)+5*~(a|b)+16*~(a|~b))
11*(z^~(x|((-1*(a&b)-5*(a&~b)+5*(a|b)-3*~(a&~b)+3*~(a|b)-1*~(a|~b))&z)))+1*(~(-1*(a&b)-5*(a&~b)+5*(a|b)-3*~(a&~b)+3*~(a|b)-1*~(a|~b))|(x^z))-1*((-1*(a&b)-5*(a&~b)+5*(a|b)-3*~(a&~b)+3*~(a|b)-1*~(a|~b))&~(x&~z))-12*~(x|((-1*(a&b)-5*(a&~b)+5*(a|b)-3*~(a&~b)+3*~(a|b)-1*~(a|~b))|z))-10*~(x|(~(-1*(a&b)-5*(a&~b)+5*(a|b)-3*~(a&~b)+3*~(a|b)-1*~(a|~b))|z))-1*~(~x|((-1*(a&b)-5*(a&~b)+5*(a|b)-3*~(a&~b)+3*~(a|b)-1*~(a|~b))|z))-1*(~x&(~(-1*(a&b)-5*(a&~b)+5*(a|b)-3*~(a&~b)+3*~(a|b)-1*~(a|~b))&z))-11*(~x&((-1*(a&b)-5*(a&~b)+5*(a|b)-3*~(a&~b)+3*~(a|b)-1*~(a|~b))&z))-12*(x&(~(-1*(a&b)-5*(a&~b)+5*(a|b)-3*~(a&~b)+3*~(a|b)-1*~(a|~b))&z)),1*~(~x|(~b|z))+10*(x&(b&z)),(-1*(a&b)-5*(a&~b)+5*(a|b)-3*~(a&~b)+3*~(a|b)-1*~(a|~b))
2*(((6*(a&b)+6*(a&~b)-7*(a|~b)+2*~(a&~a)+5*~(a|b)-2*~(a|~b))&y)|((6*(a&b)+6*(a&~b)-7*(a|~b)+2*~(a&~a)+5*~(a|b)-2*~(a|~b))^(y^z)))-2*(((6*(a&b)+6*(a&~b)-7*(a|~b)+2*~(a&~a)+5*~(a|b)-2*~(a|~b))|y)&(y^z))-11*(((6*(a&b)+6*(a&~b)-7*(a|~b)+2*~(a&~a)+5*~(a|b)-2*~(a|~b))&y)|~(y|z))+5*(z^~(~(6*(a&b)+6*(a&~b)-7*(a|~b)+2*~(a&~a)+5*~(a|b)-2*~(a|~b))&(~y&z)))-5*~((6*(a&b)+6*(a&~b)-7*(a|~b)+2*~(a&~a)+5*~(a|b)-2*~(a|~b))|(~y|z))+4*~(~(6*(a&b)+6*(a&~b)-7*(a|~b)+2*~(a&~a)+5*~(a|b)-2*~(a|~b))|(y|z))-7*(~(6*(a&b)+6*(a&~b)-7*(a|~b)+2*~(a&~a)+5*~(a|b)-2*~(a|~b))&(~y&z))+2*((6*(a&b)+6*(a&~b)-7*(a|~b)+2*~(a&~a)+5*~(a|b)-2*~(a|~b))&(~y&z))+9*((6*(a&b)+6*(a&~b)-7*(a|~b)+2*~(a&~a)+5*~(a|b)-2*~(a|~b))&(y&z)),-6*~(~a|(~y|z))-6*~(a|(y|z)),(6*(a&b)+6*(a&~b)-7*(a|~b)+2*~(a&~a)+5*~(a|b)-2*~(a|~b))
-6*(x^(~(2*(a&b)+1*(a&~b)-1*~(a&~a)-3*~(a|b)-2*~(a|~b)+4*~a)&z))+7*((x&(2*(a&b)+1*(a&~b)-1*~(a&~a)-3*~(a|b)-2*~(a|~b)+4*~a))|~((2*(a&b)+1*(a&~b)-1*~(a&~a)-3*~(a|b)-2*~(a|~b)+4*~a)|z))-1*((2*(a&b)+1*(a&~b)-1*~(a&~a)-3*~(a|b)-2*~(a|~b)+4*~a)&(x|~z))+2*(z|(x&~(2*(a&b)+1*(a&~b)-1*~(a&~a)-3*~(a|b)-2*~(a|~b)+4*~a)))-7*~(x|((2*(a&b)+1*(a&~b)-1*~(a&~a)-3*~(a|b)-2*~(a|~b)+4*~a)|z))+1*~(x|(~(2*(a&b)+1*(a&~b)-1*~(a&~a)-3*~(a|b)-2*~(a|~b)+4*~a)|z))-3*~(~x|((2*(a&b)+1*(a&~b)-1*~(a&~a)-3*~(a|b)-2*~(a|~b)+4*~a)|z))-2*(~x&((2*(a&b)+1*(a&~b)-1*~(a&~a)-3*~(a|b)-2*~(a|~b)+4*~a)&z))-2*(x&(~(2*(a&b)+1*(a&~b)-1*~(a&~a)-3*~(a|b)-2*~(a|~b)+4*~a)&z)),-4*(~x&(~b&z))+2*(x&(b&z)),(2*(a&b)+1*(a&~b)-1*~(a&~a)-3*~(a|b)-2*~(a|~b)+4*~a)
2*(z&((2*(a&b)+7*(a&~b)-6*(a^b)-1*b+7*~(a|~b))|~y))-6*(~z&((2*(a&b)+7*(a&~b)-6*(a^b)-1*b+7*~(a|~b))^y))-1*(~((2*(a&b)+7*(a&~b)-6*(a^b)-1*b+7*~(a|~b))&~y)&(y^z))+3*~((2*(a&b)+7*(a&~b)-6*(a^b)-1*b+7*~(a|~b))|(~y|z))+6*~(~(2*(a&b)+7*(a&~b)-6*(a^b)-1*b+7*~(a|~b))|(y|z))+1*~(~(2*(a&b)+7*(a&~b)-6*(a^b)-1*b+7*~(a|~b))|(~y|z))-5*(~(2*(a&b)+7*(a&~b)-6*(a^b)-1*b+7*~(a|~b))&(~y&z))-6*((2*(a&b)+7*(a&~b)-6*(a^b)-1*b+7*~(a|~b))&(~y&z))-6*((2*(a&b)+7*(a&~b)-6*(a^b)-1*b+7*~(a|~b))&(y&z)),-4*(z^~(a|~y)),(2*(a&b)+7*(a&~b)-6*(a^b)-1*b+7*~(a|~b))
-6*((7*(a&b)-7*(a&~b)+7*~(a&b)-6*~(a^b)-1*~(a|b)-6*~(a|~b))&(x|~z))+3*z-11*((7*(a&b)-7*(a&~b)+7*~(a&b)-6*~(a^b)-1*~(a|b)-6*~(a|~b))^~(~x&(~(7*(a&b)-7*(a&~b)+7*~(a&b)-6*~(a^b)-1*~(a|b)-6*~(a|~b))&z)))+11*~(x|((7*(a&b)-7*(a&~b)+7*~(a&b)-6*~(a^b)-1*~(a|b)-6*~(a|~b))|z))+6*~(x|(~(7*(a&b)-7*(a&~b)+7*~(a&b)-6*~(a^b)-1*~(a|b)-6*~(a|~b))|z))+6*~(~x|(~(7*(a&b)-7*(a&~b)+7*~(a&b)-6*~(a^b)-1*~(a|b)-6*~(a|~b))|z))-3*(~x&(~(7*(a&b)-7*(a&~b)+7*~(a&b)-6*~(a^b)-1*~(a|b)-6*~(a|~b))&z))-3*(~x&((7*(a&b)-7*(a&~b)+7*~(a&b)-6*~(a^b)-1*~(a|b)-6*~(a|~b))&z))+3*(x&((7*(a&b)-7*(a&~b)+7*~(a&b)-6*~(a^b)-1*~(a|b)-6*~(a|~b))&z)),-8*(x&(~b&z))-11*~(~x|(b|z)),(7*(a&b)-7*(a&~b)+7*~(a&b)-6*~(a^b)-1*~(a|b)-6*~(a|~b))
-2*(y^~((-1*(a&b)+1*a+1*b-1*~(a|~b))|~z))-7*((-1*(a&b)+1*a+1*b-1*~(a|~b))^(~y&z))-1*(~((-1*(a&b)+1*a+1*b-1*~(a|~b))&y)&((-1*(a&b)+1*a+1*b-1*~(a|~b))^(y^z)))+2*~((-1*(a&b)+1*a+1*b-1*~(a|~b))|(y|z))+5*~((-1*(a&b)+1*a+1*b-1*~(a|~b))|(~y|z))+8*~(~(-1*(a&b)+1*a+1*b-1*~(a|~b))|(y|z))+12*(~(-1*(a&b)+1*a+1*b-1*~(a|~b))&(~y&z))+2*(~(-1*(a&b)+1*a+1*b-1*~(a|~b))&(y&z))+9*((-1*(a&b)+1*a+1*b-1*~(a|~b))&(y&z)),-11*~(~a|(~y|z))+2*~(a&(~y|z)),(-1*(a&b)+1*a+1*b-1*~(a|~b))
-11*(~x&(~(6*(a&b)+5*(a&~b)-5*~(a&~a)+1*~(a|~b)+5*~a)|z))-3*((6*(a&b)+5*(a&~b)-5*~(a&~a)+1*~(a|~b)+5*~a)^~(x|~z))+7*~(x&((6*(a&b)+5*(a&~b)-5*~(a&~a)+1*~(a|~b)+5*~a)|z))+4*~(x|((6*(a&b)+5*(a&~b)-5*~(a&~a)+1*~(a|~b)+5*~a)|z))-4*~(x|(~(6*(a&b)+5*(a&~b)-5*~(a&~a)+1*~(a|~b)+5*~a)|z))+3*~(~x|(~(6*(a&b)+5*(a&~b)-5*~(a&~a)+1*~(a|~b)+5*~a)|z))+7*(~x&(~(6*(a&b)+5*(a&~b)-5*~(a&~a)+1*~(a|~b)+5*~a)&z))+4*(~x&((6*(a&b)+5*(a&~b)-5*~(a&~a)+1*~(a|~b)+5*~a)&z))+3*(x&((6*(a&b)+5*(a&~b)-5*~(a&~a)+1*~(a|~b)+5*~a)&z)),7*~(~x|(b|z)),(6*(a&b)+5*(a&~b)-5*~(a&~a)+1*~(a|~b)+5*~a)
4*(((7*(a&b)+6*(a&~b)-5*(a|~b)-1*~(a^b)+6*~(a|b))&z)|(y&~z))+1*(y&~((7*(a&b)+6*(a&~b)-5*(a|~b)-1*~(a^b)+6*~(a|b))&~z))-6*(((7*(a&b)+6*(a&~b)-5*(a|~b)-1*~(a^b)+6*~(a|b))&z)^~(y&~z))+6*~((7*(a&b)+6*(a&~b)-5*(a|~b)-1*~(a^b)+6*~(a|b))|(y|z))-5*~((7*(a&b)+6*(a&~b)-5*(a|~b)-1*~(a^b)+6*~(a|b))|(~y|z))+6*~(~(7*(a&b)+6*(a&~b)-5*(a|~b)-1*~(a^b)+6*~(a|b))|(y|z))+6*(~(7*(a&b)+6*(a&~b)-5*(a|~b)-1*~(a^b)+6*~(a|b))&(~y&z))+5*(~(7*(a&b)+6*(a&~b)-5*(a|~b)-1*~(a^b)+6*~(a|b))&(y&z))-5*((7*(a&b)+6*(a&~b)-5*(a|~b)-1*~(a^b)+6*~(a|b))&(y&z)),4*~(~a|(~y|z))+4*(a&(~y&z)),(7*(a&b)+6*(a&~b)-5*(a|~b)-1*~(a^b)+6*~(a|b))
-7*(z^~(~x&(~(1*(a&b)-2*(a&~b)-1*~(a&b)-2*~(a|b)+2*~(a|~b)+3*~b)|z)))+1*(z^~(x|~(1*(a&b)-2*(a&~b)-1*~(a&b)-2*~(a|b)+2*~(a|~b)+3*~b)))-11*~(x|((1*(a&b)-2*(a&~b)-1*~(a&b)-2*~(a|b)+2*~(a|~b)+3*~b)|z))+6*~(x|(~(1*(a&b)-2*(a&~b)-1*~(a&b)-2*~(a|b)+2*~(a|~b)+3*~b)|z))+7*~(~x|((1*(a&b)-2*(a&~b)-1*~(a&b)-2*~(a|b)+2*~(a|~b)+3*~b)|z))-4*~(~x|(~(1*(a&b)-2*(a&~b)-1*~(a&b)-2*~(a|b)+2*~(a|~b)+3*~b)|z))-5*(~x&(~(1*(a&b)-2*(a&~b)-1*~(a&b)-2*~(a|b)+2*~(a|~b)+3*~b)&z))+7*(~x&((1*(a&b)-2*(a&~b)-1*~(a&b)-2*~(a|b)+2*~(a|~b)+3*~b)&z))-12*(x&((1*(a&b)-2*(a&~b)-1*~(a&b)-2*~(a|b)+2*~(a|~b)+3*~b)&z)),-11*~(x^b)+1*(x&(~b&z)),(1*(a&b)-2*(a&~b)-1*~(a&b)-2*~(a|b)+2*~(a|~b)+3*~b)
5*(~((-1*(a&b)-6*(a&~b)+2*(a|~b)-7*~(a|b)+5*~b)&y)&(y^z))-11*(((-1*(a&b)-6*(a&~b)+2*(a|~b)-7*~(a|b)+5*~b)|~y)&((-1*(a&b)-6*(a&~b)+2*(a|~b)-7*~(a|b)+5*~b)^(y^z)))-2*(((-1*(a&b)-6*(a&~b)+2*(a|~b)-7*~(a|b)+5*~b)|y)&(y^z))-1*~((-1*(a&b)-6*(a&~b)+2*(a|~b)-7*~(a|b)+5*~b)|(~y|z))+11*~(~(-1*(a&b)-6*(a&~b)+2*(a|~b)-7*~(a|b)+5*~b)|(y|z))+4*~(~(-1*(a&b)-6*(a&~b)+2*(a|~b)-7*~(a|b)+5*~b)|(~y|z))+6*(~(-1*(a&b)-6*(a&~b)+2*(a|~b)-7*~(a|b)+5*~b)&(~y&z))-3*((-1*(a&b)-6*(a&~b)+2*(a|~b)-7*~(a|b)+5*~b)&(~y&z))+13*((-1*(a&b)-6*(a&~b)+2*(a|~b)-7*~(a|b)+5*~b)&(y&z)),2*(y^~(a|(y^z)))-2*~(a|(y|z)),(-1*(a&b)-6*(a&~b)+2*(a|~b)-7*~(a|b)+5*~b)
-3*(((-9*(a&b)+1*(a&~b)-1*(a|~b)+11*b+1*~(a|b)-10*~(a|~b))&z)|(~x&((-9*(a&b)+1*(a&~b)-1*(a|~b)+11*b+1*~(a|b)-10*~(a|~b))|z)))-1*((x&~(-9*(a&b)+1*(a&~b)-1*(a|~b)+11*b+1*~(a|b)-10*~(a|~b)))|(x^((-9*(a&b)+1*(a&~b)-1*(a|~b)+11*b+1*~(a|b)-10*~(a|~b))^z)))-1*((-9*(a&b)+1*(a&~b)-1*(a|~b)+11*b+1*~(a|b)-10*~(a|~b))^~(x&((-9*(a&b)+1*(a&~b)-1*(a|~b)+11*b+1*~(a|b)-10*~(a|~b))^z)))+1*~(x|((-9*(a&b)+1*(a&~b)-1*(a|~b)+11*b+1*~(a|b)-10*~(a|~b))|z))+4*~(x|(~(-9*(a&b)+1*(a&~b)-1*(a|~b)+11*b+1*~(a|b)-10*~(a|~b))|z))+2*~(~x|((-9*(a&b)+1*(a&~b)-1*(a|~b)+11*b+1*~(a|b)-10*~(a|~b))|z))+5*(~x&(~(-9*(a&b)+1*(a&~b)-1*(a|~b)+11*b+1*~(a|b)-10*~(a|~b))&z))+3*(~x&((-9*(a&b)+1*(a&~b)-1*(a|~b)+11*b+1*~(a|b)-10*~(a|~b))&z))+4*(x&((-9*(a&b)+1*(a&~b)-1*(a|~b)+11*b+1*~(a|b)-10*~(a|~b))&z)),-1*(x&(~b&z))-1*~(~x|(~b|z)),(-9*(a&b)+1*(a&~b)-1*(a|~b)+11*b+1*~(a|b)-10*~(a|~b))
-5*((3*(a&b)-4*(a&~b)-2*a+7*~(a&b)-7*~(a|b)-7*~(a|~b))&z)-5*(y^~((3*(a&b)-4*(a&~b)-2*a+7*~(a&b)-7*~(a|b)-7*~(a|~b))&(~y&z)))-7*~((3*(a&b)-4*(a&~b)-2*a+7*~(a&b)-7*~(a|b)-7*~(a|~b))&z)+7*~((3*(a&b)-4*(a&~b)-2*a+7*~(a&b)-7*~(a|b)-7*~(a|~b))|(y|z))+7*~((3*(a&b)-4*(a&~b)-2*a+7*~(a&b)-7*~(a|b)-7*~(a|~b))|(~y|z))+7*~(~(3*(a&b)-4*(a&~b)-2*a+7*~(a&b)-7*~(a|b)-7*~(a|~b))|(~y|z))+12*(~(3*(a&b)-4*(a&~b)-2*a+7*~(a&b)-7*~(a|b)-7*~(a|~b))&(~y&z))+2*(~(3*(a&b)-4*(a&~b)-2*a+7*~(a&b)-7*~(a|b)-7*~(a|~b))&(y&z))+5*((3*(a&b)-4*(a&~b)-2*a+7*~(a&b)-7*~(a|b)-7*~(a|~b))&(~y&z)),-12*~(~a|(y|z))-5*(~(a&~y)&~(y^z)),(3*(a&b)-4*(a&~b)-2*a+7*~(a&b)-7*~(a|b)-7*~(a|~b))
11*(x|(~(3*(a&b)+2*(a&~b)-1*a-1*~(a&~a)+1*~(a|b)+2*~(a|~b))|z))+2*((3*(a&b)+2*(a&~b)-1*a-1*~(a&~a)+1*~(a|b)+2*~(a|~b))|(x&z))-16*~(x|((3*(a&b)+2*(a&~b)-1*a-1*~(a&~a)+1*~(a|b)+2*~(a|~b))|z))-7*~(x|(~(3*(a&b)+2*(a&~b)-1*a-1*~(a&~a)+1*~(a|b)+2*~(a|~b))|z))-13*~(~x|(~(3*(a&b)+2*(a&~b)-1*a-1*~(a&~a)+1*~(a|b)+2*~(a|~b))|z))-11*(~x&(~(3*(a&b)+2*(a&~b)-1*a-1*~(a&~a)+1*~(a|b)+2*~(a|~b))&z))-13*(~x&((3*(a&b)+2*(a&~b)-1*a-1*~(a&~a)+1*~(a|b)+2*~(a|~b))&z))-13*(x&(~(3*(a&b)+2*(a&~b)-1*a-1*~(a&~a)+1*~(a|b)+2*~(a|~b))&z))-18*(x&((3*(a&b)+2*(a&~b)-1*a-1*~(a&~a)+1*~(a|b)+2*~(a|~b))&z)),-5*(z^(~x|(~b&z)))+11*~(~x|(b|z)),(3*(a&b)+2*(a&~b)-1*a-1*~(a&~a)+1*~(a|b)+2*~(a|~b))
1*(~((-9*(a&b)-9*(a&~b)+11*(a|~b)-1*a-11*~(a|b))|~y)|(y^z))-4*~((-9*(a&b)-9*(a&~b)+11*(a|~b)-1*a-11*~(a|b))|(y|z))+6*~((-9*(a&b)-9*(a&~b)+11*(a|~b)-1*a-11*~(a|b))|(~y|z))+7*~(~(-9*(a&b)-9*(a&~b)+11*(a|~b)-1*a-11*~(a|b))|(y|z))-5*~(~(-9*(a&b)-9*(a&~b)+11*(a|~b)-1*a-11*~(a|b))|(~y|z))+6*(~(-9*(a&b)-9*(a&~b)+11*(a|~b)-1*a-11*~(a|b))&(~y&z))+10*(~(-9*(a&b)-9*(a&~b)+11*(a|~b)-1*a-11*~(a|b))&(y&z))-1*((-9*(a&b)-9*(a&~b)+11*(a|~b)-1*a-11*~(a|b))&(~y&z))+11*((-9*(a&b)-9*(a&~b)+11*(a|~b)-1*a-11*~(a|b))&(y&z)),11*(~(a|~y)|(a^(y^z)))-4*(z^~(~a&(~y&z))),(-9*(a&b)-9*(a&~b)+11*(a|~b)-1*a-11*~(a|b))
1*~((-2*(a&b)-1*(a&~b)+1*(a|~b)+2*~(a^b)-3*~(a|b)+1*~(a|~b))|~z)-1*((x^(-2*(a&b)-1*(a&~b)+1*(a|~b)+2*~(a^b)-3*~(a|b)+1*~(a|~b)))|~(x^z))+2*(~(x|~(-2*(a&b)-1*(a&~b)+1*(a|~b)+2*~(a^b)-3*~(a|b)+1*~(a|~b)))|~(x^((-2*(a&b)-1*(a&~b)+1*(a|~b)+2*~(a^b)-3*~(a|b)+1*~(a|~b))^z)))-2*~(x|((-2*(a&b)-1*(a&~b)+1*(a|~b)+2*~(a^b)-3*~(a|b)+1*~(a|~b))|z))-2*~(x|(~(-2*(a&b)-1*(a&~b)+1*(a|~b)+2*~(a^b)-3*~(a|b)+1*~(a|~b))|z))+1*~(~x|((-2*(a&b)-1*(a&~b)+1*(a|~b)+2*~(a^b)-3*~(a|b)+1*~(a|~b))|z))-3*~(~x|(~(-2*(a&b)-1*(a&~b)+1*(a|~b)+2*~(a^b)-3*~(a|b)+1*~(a|~b))|z))-1*(~x&(~(-2*(a&b)-1*(a&~b)+1*(a|~b)+2*~(a^b)-3*~(a|b)+1*~(a|~b))&z))-2*(~x&((-2*(a&b)-1*(a&~b)+1*(a|~b)+2*~(a^b)-3*~(a|b)+1*~(a|~b))&z)),-1*(b|~(x^z))+3*(x&(~b&z)),(-2*(a&b)-1*(a&~b)+1*(a|~b)+2*~(a^b)-3*~(a|b)+1*~(a|~b))
1*((y&z)^~(~(1*(a&b)+10*(a&~b)-3*~(a&b)+9*~(a|b)+3*~(a|~b)-6*~b)&(y^z)))+2*(z^~((1*(a&b)+10*(a&~b)-3*~(a&b)+9*~(a|b)+3*~(a|~b)-6*~b)|(~y&z)))+1*(~((1*(a&b)+10*(a&~b)-3*~(a&b)+9*~(a|b)+3*~(a|~b)-6*~b)|~y)|~((1*(a&b)+10*(a&~b)-3*~(a&b)+9*~(a|b)+3*~(a|~b)-6*~b)^(y^z)))-4*~((1*(a&b)+10*(a&~b)-3*~(a&b)+9*~(a|b)+3*~(a|~b)-6*~b)|(y|z))-1*~(~(1*(a&b)+10*(a&~b)-3*~(a&b)+9*~(a|b)+3*~(a|~b)-6*~b)|(y|z))-2*(~(1*(a&b)+10*(a&~b)-3*~(a&b)+9*~(a|b)+3*~(a|~b)-6*~b)&(~y&z))-1*(~(1*(a&b)+10*(a&~b)-3*~(a&b)+9*~(a|b)+3*~(a|~b)-6*~b)&(y&z))-4*((1*(a&b)+10*(a&~b)-3*~(a&b)+9*~(a|b)+3*~(a|~b)-6*~b)&(~y&z))-2*((1*(a&b)+10*(a&~b)-3*~(a&b)+9*~(a|b)+3*~(a|~b)-6*~b)&(y&z)),2*~(~a|(~y|z))+3*~(a|(~y|z)),(1*(a&b)+10*(a&~b)-3*~(a&b)+9*~(a|b)+3*~(a|~b)-6*~b)
3*(~(-1*(a&~b)+2*(a|~b)-1*a-2*~(a|b)+1*~(a|~b))&(x^z))+3*((-1*(a&~b)+2*(a|~b)-1*a-2*~(a|b)+1*~(a|~b))|~(x|z))+5*((-1*(a&~b)+2*(a|~b)-1*a-2*~(a|b)+1*~(a|~b))|(x&~z))+1*(x^((-1*(a&~b)+2*(a|~b)-1*a-2*~(a|b)+1*~(a|~b))|z))-3*~(x|((-1*(a&~b)+2*(a|~b)-1*a-2*~(a|b)+1*~(a|~b))|z))-9*~(x|(~(-1*(a&~b)+2*(a|~b)-1*a-2*~(a|b)+1*~(a|~b))|z))-4*(~x&(~(-1*(a&~b)+2*(a|~b)-1*a-2*~(a|b)+1*~(a|~b))&z))-9*(~x&((-1*(a&~b)+2*(a|~b)-1*a-2*~(a|b)+1*~(a|~b))&z))-8*(x&((-1*(a&~b)+2*(a|~b)-1*a-2*~(a|b)+1*~(a|~b))&z)),9*~(~x|(b|z))+8*~(~x|(~b|z)),(-1*(a&~b)+2*(a|~b)-1*a-2*~(a|b)+1*~(a|~b))
1*(~((1*(a&b)+2*(a&~b)-1*(a^b)+6*~(a|b)+7*~(a|~b)-6*~a)&y)&(y^z))-5*~(1*(a&b)+2*(a&~b)-1*(a^b)+6*~(a|b)+7*~(a|~b)-6*~a)+4*~((1*(a&b)+2*(a&~b)-1*(a^b)+6*~(a|b)+7*~(a|~b)-6*~a)|(y|z))+3*~((1*(a&b)+2*(a&~b)-1*(a^b)+6*~(a|b)+7*~(a|~b)-6*~a)|(~y|z))-1*~(~(1*(a&b)+2*(a&~b)-1*(a^b)+6*~(a|b)+7*~(a|~b)-6*~a)|(~y|z))+4*(~(1*(a&b)+2*(a&~b)-1*(a^b)+6*~(a|b)+7*~(a|~b)-6*~a)&(~y&z))+4*(~(1*(a&b)+2*(a&~b)-1*(a^b)+6*~(a|b)+7*~(a|~b)-6*~a)&(y&z))-2*((1*(a&b)+2*(a&~b)-1*(a^b)+6*~(a|b)+7*~(a|~b)-6*~a)&(~y&z))-1*((1*(a&b)+2*(a&~b)-1*(a^b)+6*~(a|b)+7*~(a|~b)-6*~a)&(y&z)),-1*(y|~(a^z)),(1*(a&b)+2*(a&~b)-1*(a^b)+6*~(a|b)+7*~(a|~b)-6*~a)
4*(x&(~(2*(a&b)-6*(a&~b)-1*a-7*~(a|b)+1*~(a|~b)+7*~b)|z))+2*((2*(a&b)-6*(a&~b)-1*a-7*~(a|b)+1*~(a|~b)+7*~b)^~(x|z))-1*(~(x^(2*(a&b)-6*(a&~b)-1*a-7*~(a|b)+1*~(a|~b)+7*~b))|(x^z))+11*(z&~(x&~(2*(a&b)-6*(a&~b)-1*a-7*~(a|b)+1*~(a|~b)+7*~b)))-3*~(~x|((2*(a&b)-6*(a&~b)-1*a-7*~(a|b)+1*~(a|~b)+7*~b)|z))-1*~(~x|(~(2*(a&b)-6*(a&~b)-1*a-7*~(a|b)+1*~(a|~b)+7*~b)|z))-10*(~x&(~(2*(a&b)-6*(a&~b)-1*a-7*~(a|b)+1*~(a|~b)+7*~b)&z))-4*(x&(~(2*(a&b)-6*(a&~b)-1*a-7*~(a|b)+1*~(a|~b)+7*~b)&z))-16*(x&((2*(a&b)-6*(a&~b)-1*a-7*~(a|b)+1*~(a|~b)+7*~b)&z)),1*~(x|(b|z))+12*(~x&(b&z)),(2*(a&b)-6*(a&~b)-1*a-7*~(a|b)+1*~(a|~b)+7*~b)
11*(z|~((5*(a&b)+5*(a&~b)+1*(a|b)-5*(a|~b)+5*~(a|b)-1*~(a|~b))|~y))-7*(z^((5*(a&b)+5*(a&~b)+1*(a|b)-5*(a|~b)+5*~(a|b)-1*~(a|~b))|y))+7*~((5*(a&b)+5*(a&~b)+1*(a|b)-5*(a|~b)+5*~(a|b)-1*~(a|~b))|(y|z))-4*~((5*(a&b)+5*(a&~b)+1*(a|b)-5*(a|~b)+5*~(a|b)-1*~(a|~b))|(~y|z))+7*~(~(5*(a&b)+5*(a&~b)+1*(a|b)-5*(a|~b)+5*~(a|b)-1*~(a|~b))|(y|z))+3*(~(5*(a&b)+5*(a&~b)+1*(a|b)-5*(a|~b)+5*~(a|b)-1*~(a|~b))&(~y&z))-11*(~(5*(a&b)+5*(a&~b)+1*(a|b)-5*(a|~b)+5*~(a|b)-1*~(a|~b))&(y&z))-11*((5*(a&b)+5*(a&~b)+1*(a|b)-5*(a|~b)+5*~(a|b)-1*~(a|~b))&(~y&z))-11*((5*(a&b)+5*(a&~b)+1*(a|b)-5*(a|~b)+5*~(a|b)-1*~(a|~b))&(y&z)),7*(y^(~a|(y&z)))-14*~(~a|(~y|z)),(5*(a&b)+5*(a&~b)+1*(a|b)-5*(a|~b)+5*~(a|b)-1*~(a|~b))
