# expression,groundtruth
((((c - ~ (- e - 1)) - 1) ^ ~ ((((e ^ (((c - b) - ((c | ~ b) << 1)) - 2)) - ((~ e & (((c - b) - ((c | ~ b) << 1)) - 2)) << 1)) & ((~ (b - 1) + ~ b) + 1)) * (((e ^ (((c - b) - ((c | ~ b) << 1)) - 2)) - ((~ e & (((c - b) - ((c | ~ b) << 1)) - 2)) << 1)) | ((~ (b - 1) + ~ b) + 1)) + (((e ^ (((c - b) - ((c | ~ b) << 1)) - 2)) - ((~ e & (((c - b) - ((c | ~ b) << 1)) - 2)) << 1)) & ~ ((~ (b - 1) + ~ b) + 1)) * (~ ((e ^ (((c - b) - ((c | ~ b) << 1)) - 2)) - ((~ e & (((c - b) - ((c | ~ b) << 1)) - 2)) << 1)) & ((~ (b - 1) + ~ b) + 1)))) + ((((c - ~ (- e - 1)) - 1) | ((((e ^ (((c - b) - ((c | ~ b) << 1)) - 2)) - ((~ e & (((c - b) - ((c | ~ b) << 1)) - 2)) << 1)) & ((~ (b - 1) + ~ b) + 1)) * (((e ^ (((c - b) - ((c | ~ b) << 1)) - 2)) - ((~ e & (((c - b) - ((c | ~ b) << 1)) - 2)) << 1)) | ((~ (b - 1) + ~ b) + 1)) + (((e ^ (((c - b) - ((c | ~ b) << 1)) - 2)) - ((~ e & (((c - b) - ((c | ~ b) << 1)) - 2)) << 1)) & ~ ((~ (b - 1) + ~ b) + 1)) * (~ ((e ^ (((c - b) - ((c | ~ b) << 1)) - 2)) - ((~ e & (((c - b) - ((c | ~ b) << 1)) - 2)) << 1)) & ((~ (b - 1) + ~ b) + 1)))) << 1)) + 1,(((c+(~e))+((e-(c^b))*((-b)-b))))
((((d ^ ~ (- (((~ e | e) + e) + 1) - 1)) + ((d | (- (((~ e | e) + e) + 1) - 1)) << 1)) + 1) & ((((d ^ d) + ((d & d) << 1)) + ~ (((~ (((((b ^ ~ e) + ((b | e) << 1)) + 1) + ~ ((d + ~ d) + 1)) + 1) | b) + (((((b ^ ~ e) + ((b | e) << 1)) + 1) + ~ ((d + ~ d) + 1)) + 1)) + 1)) + 1)) * ((((d ^ ~ (- (((~ e | e) + e) + 1) - 1)) + ((d | (- (((~ e | e) + e) + 1) - 1)) << 1)) + 1) | ((((d ^ d) + ((d & d) << 1)) + ~ (((~ (((((b ^ ~ e) + ((b | e) << 1)) + 1) + ~ ((d + ~ d) + 1)) + 1) | b) + (((((b ^ ~ e) + ((b | e) << 1)) + 1) + ~ ((d + ~ d) + 1)) + 1)) + 1)) + 1)) + ((((d ^ ~ (- (((~ e | e) + e) + 1) - 1)) + ((d | (- (((~ e | e) + e) + 1) - 1)) << 1)) + 1) & ~ ((((d ^ d) + ((d & d) << 1)) + ~ (((~ (((((b ^ ~ e) + ((b | e) << 1)) + 1) + ~ ((d + ~ d) + 1)) + 1) | b) + (((((b ^ ~ e) + ((b | e) << 1)) + 1) + ~ ((d + ~ d) + 1)) + 1)) + 1)) + 1)) * (~ (((d ^ ~ (- (((~ e | e) + e) + 1) - 1)) + ((d | (- (((~ e | e) + e) + 1) - 1)) << 1)) + 1) & ((((d ^ d) + ((d & d) << 1)) + ~ (((~ (((((b ^ ~ e) + ((b | e) << 1)) + 1) + ~ ((d + ~ d) + 1)) + 1) | b) + (((((b ^ ~ e) + ((b | e) << 1)) + 1) + ~ ((d + ~ d) + 1)) + 1)) + 1)) + 1)),(((d+(~(e&e)))*((d+d)-(((b+e)-(d-d))&b))))
((((~ e | ((d & d) * (d | d) + (d & ~ d) * (~ d & d))) - ~ e) + ((d | e) - (d & e))) + 1) + ((- ((~ e | ((d & d) * (d | d) + (d & ~ d) * (~ d & d))) - ~ e) - 1) | (- ((d | e) - (d & e)) - 1)),(((e&(d*d))|(d^e)))
((~ ((a & e) + ~ (a | e)) | (((~ (a - 1) - e) - ((~ (a - 1) | ~ e) << 1)) - 2)) + ((a & e) + ~ (a | e))) + 1,(((~(a^e))&((-a)^e)))
(((((e & ((c ^ e) + ((c & e) + (c & e)))) - (e | ((c ^ e) + ((c & e) + (c & e))))) - 1) & ~ (c - 1)) + (c - 1)) - 1,((~(-((~(e^(c+e)))|(~(-c))))))
((((((((e & e) * (e | e) + (e & ~ e) * (~ e & e)) & ((a & ~ e) + e)) * (((e & e) * (e | e) + (e & ~ e) * (~ e & e)) | ((a & ~ e) + e)) + (((e & e) * (e | e) + (e & ~ e) * (~ e & e)) & ~ ((a & ~ e) + e)) * (~ ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) & ((a & ~ e) + e))) & ~ a) + a) - (- ((((e | a) - (e & a)) & ((a & ~ e) - (~ a & e))) * (((e | a) - (e & a)) | ((a & ~ e) - (~ a & e))) + (((e | a) - (e & a)) & ~ ((a & ~ e) - (~ a & e))) * (~ ((e | a) - (e & a)) & ((a & ~ e) - (~ a & e)))) - 1)) - ((((((((e & e) * (e | e) + (e & ~ e) * (~ e & e)) & ((a & ~ e) + e)) * (((e & e) * (e | e) + (e & ~ e) * (~ e & e)) | ((a & ~ e) + e)) + (((e & e) * (e | e) + (e & ~ e) * (~ e & e)) & ~ ((a & ~ e) + e)) * (~ ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) & ((a & ~ e) + e))) & ~ a) + a) | ~ (- ((((e | a) - (e & a)) & ((a & ~ e) - (~ a & e))) * (((e | a) - (e & a)) | ((a & ~ e) - (~ a & e))) + (((e | a) - (e & a)) & ~ ((a & ~ e) - (~ a & e))) * (~ ((e | a) - (e & a)) & ((a & ~ e) - (~ a & e)))) - 1)) << 1)) - 2,(((((e*e)*(a|e))|a)^(~((e^a)*(a-e)))))
((~ (((e - e) - ((e | ~ e) << 1)) - 2) + 1) | (((((((d | e) + (d & e)) & ~ (((e | e) << 1) - (e ^ e))) + (((e | e) << 1) - (e ^ e))) + d) + 1) + ((- ((((d | e) + (d & e)) & ~ (((e | e) << 1) - (e ^ e))) + (((e | e) << 1) - (e ^ e))) - 1) | (- d - 1)))) - ((~ (((e - e) - ((e | ~ e) << 1)) - 2) + 1) & (((((((d | e) + (d & e)) & ~ (((e | e) << 1) - (e ^ e))) + (((e | e) << 1) - (e ^ e))) + d) + 1) + ((- ((((d | e) + (d & e)) & ~ (((e | e) << 1) - (e ^ e))) + (((e | e) << 1) - (e ^ e))) - 1) | (- d - 1)))),(((-(e^e))^(((d+e)|(e+e))|d)))
(~ (~ (((((c ^ ((a & c) * (a | c) + (a & ~ c) * (~ a & c))) + ((c & ((a & c) * (a | c) + (a & ~ c) * (~ a & c))) << 1)) ^ c) - ((~ ((c ^ ((a & c) * (a | c) + (a & ~ c) * (~ a & c))) + ((c & ((a & c) * (a | c) + (a & ~ c) * (~ a & c))) << 1)) & c) << 1)) - 1)) | ((a | a) - (a & a))) - ~ (~ (((((c ^ ((a & c) * (a | c) + (a & ~ c) * (~ a & c))) + ((c & ((a & c) * (a | c) + (a & ~ c) * (~ a & c))) << 1)) ^ c) - ((~ ((c ^ ((a & c) * (a | c) + (a & ~ c) * (~ a & c))) + ((c & ((a & c) * (a | c) + (a & ~ c) * (~ a & c))) << 1)) & c) << 1)) - 1)),(((-((c+(a*c))-c))&(a^a)))
((((((- ((d - ~ e) - 1) - 1) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (- ((d - ~ e) - 1) - 1) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) & ~ ((e & d) * (e | d) + (e & ~ d) * (~ e & d))) << 1) - (((((- ((d - ~ e) - 1) - 1) + ((e & e) * (e | e) + (e & ~ e) * (~ e & e))) + 1) + ((- (- ((d - ~ e) - 1) - 1) - 1) | (- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1))) ^ ((e & d) * (e | d) + (e & ~ d) * (~ e & d))),((((~(d+e))|(e*e))-(e*d)))
~ ((((b & b) * (b | b) + (b & ~ b) * (~ b & b)) ^ (- b - 1)) - ((~ ((b & b) * (b | b) + (b & ~ b) * (~ b & b)) & (- b - 1)) << 1)) + 1,((-((b*b)-(~b))))
(((~ e + b) - 1) & (((~ e | e) + e) + 1)) * (((~ e + b) - 1) | (((~ e | e) + e) + 1)) + (((~ e + b) - 1) & ~ (((~ e | e) + e) + 1)) * (~ ((~ e + b) - 1) & (((~ e | e) + e) + 1)),(((~(-(~(e-b))))*(e&e)))
((((e - 1) - 1) & ~ ((a | (~ ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) + 1)) - (a & (~ ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) + 1)))) << 1) - (((e - 1) - 1) ^ ((a | (~ ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) + 1)) - (a & (~ ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) + 1)))),(((~(-(~(-e))))-(a^(-(e*e)))))
(d & (~ ((((~ c | d) - ~ c) & ~ c) + c) + 1)) * (d | (~ ((((~ c | d) - ~ c) & ~ c) + c) + 1)) + (d & ~ (~ ((((~ c | d) - ~ c) & ~ c) + c) + 1)) * (~ d & (~ ((((~ c | d) - ~ c) & ~ c) + c) + 1)),((d*(-((c&d)|c))))
((((((d & ~ ((d | b) + (d & b))) + ((d | b) + (d & b))) ^ ~ d) + ((((d & ~ ((d | b) + (d & b))) + ((d | b) + (d & b))) | d) + (((d & ~ ((d | b) + (d & b))) + ((d | b) + (d & b))) | d))) + 1) + ~ ((((((b & a) * (b | a) + (b & ~ a) * (~ b & a)) - 1) - ((b - ~ b) - 1)) - (((((b & a) * (b | a) + (b & ~ a) * (~ b & a)) - 1) | ~ ((b - ~ b) - 1)) + ((((b & a) * (b | a) + (b & ~ a) * (~ b & a)) - 1) | ~ ((b - ~ b) - 1)))) - 2)) + 1,((((d|(d+b))+d)-((~(-(b*a)))^(b+b))))
((((~ c + 1) & ((d & ~ d) - (~ d & d))) * ((~ c + 1) | ((d & ~ d) - (~ d & d))) + ((~ c + 1) & ~ ((d & ~ d) - (~ d & d))) * (~ (~ c + 1) & ((d & ~ d) - (~ d & d)))) & ~ (((d + ((d & ~ c) + c)) + 1) + ((- d - 1) | (- ((d & ~ c) + c) - 1)))) + (((d + ((d & ~ c) + c)) + 1) + ((- d - 1) | (- ((d & ~ c) + c) - 1))),((((-c)*(d-d))|(d|(d|c))))
((((((d ^ ~ c) + ((d | c) << 1)) + 1) & a) * ((((d ^ ~ c) + ((d | c) << 1)) + 1) | a) + ((((d ^ ~ c) + ((d | c) << 1)) + 1) & ~ a) * (~ (((d ^ ~ c) + ((d | c) << 1)) + 1) & a)) - ~ ((((a + a) + 1) + ((- a - 1) | (- a - 1))) + 1)) - 1,((((d+c)*a)+(-(~(a|a)))))
((~ (~ (((((c & ~ ((c & ~ b) + b)) + ((c & ~ b) + b)) & ((c - ~ c) - 1)) * (((c & ~ ((c & ~ b) + b)) + ((c & ~ b) + b)) | ((c - ~ c) - 1)) + (((c & ~ ((c & ~ b) + b)) + ((c & ~ b) + b)) & ~ ((c - ~ c) - 1)) * (~ ((c & ~ ((c & ~ b) + b)) + ((c & ~ b) + b)) & ((c - ~ c) - 1))) - 1)) | ((b ^ ((~ b | b) - ~ b)) - ((~ b & ((~ b | b) - ~ b)) << 1))) + ~ (((((c & ~ ((c & ~ b) + b)) + ((c & ~ b) + b)) & ((c - ~ c) - 1)) * (((c & ~ ((c & ~ b) + b)) + ((c & ~ b) + b)) | ((c - ~ c) - 1)) + (((c & ~ ((c & ~ b) + b)) + ((c & ~ b) + b)) & ~ ((c - ~ c) - 1)) * (~ ((c & ~ ((c & ~ b) + b)) + ((c & ~ b) + b)) & ((c - ~ c) - 1))) - 1)) + 1,(((-((c|(c|b))*(c+c)))&(b-(b&b))))
(((((e - ~ ((c & ~ c) + c)) - 1) ^ ((c - ~ e) - 1)) - ((~ ((e - ~ ((c & ~ c) + c)) - 1) & ((c - ~ e) - 1)) << 1)) & ~ (~ ((((~ c | c) + c) + 1) - 1))) + ~ ((((~ c | c) + c) + 1) - 1),((((e+(c|c))-(c+e))|(-(c&c))))
(~ (((- ((e & c) * (e | c) + (e & ~ c) * (~ e & c)) - 1) | (((~ c | (((~ b | e) + b) + 1)) + c) + 1)) + ((- ((e & c) * (e | c) + (e & ~ c) * (~ e & c)) - 1) & (((~ c | (((~ b | e) + b) + 1)) + c) + 1))) | ((((b | e) - (b & e)) & (((e & ~ b) + (e & ~ b)) - (e ^ b))) * (((b | e) - (b & e)) | (((e & ~ b) + (e & ~ b)) - (e ^ b))) + (((b | e) - (b & e)) & ~ (((e & ~ b) + (e & ~ b)) - (e ^ b))) * (~ ((b | e) - (b & e)) & (((e & ~ b) + (e & ~ b)) - (e ^ b))))) - ~ (((- ((e & c) * (e | c) + (e & ~ c) * (~ e & c)) - 1) | (((~ c | (((~ b | e) + b) + 1)) + c) + 1)) + ((- ((e & c) * (e | c) + (e & ~ c) * (~ e & c)) - 1) & (((~ c | (((~ b | e) + b) + 1)) + c) + 1))),((((~(e*c))+(c&(b&e)))&((b^e)*(e-b))))
((((((((~ d | a) + d) + 1) & a) * ((((~ d | a) + d) + 1) | a) + ((((~ d | a) + d) + 1) & ~ a) * (~ (((~ d | a) + d) + 1) & a)) | ((a ^ d) + ((a & d) + (a & d)))) - ((((((~ d | a) + d) + 1) & a) * ((((~ d | a) + d) + 1) | a) + ((((~ d | a) + d) + 1) & ~ a) * (~ (((~ d | a) + d) + 1) & a)) & ((a ^ d) + ((a & d) + (a & d))))) | ((~ ((a | a) - (a & a)) | d) - ~ ((a | a) - (a & a)))) - ((((((((~ d | a) + d) + 1) & a) * ((((~ d | a) + d) + 1) | a) + ((((~ d | a) + d) + 1) & ~ a) * (~ (((~ d | a) + d) + 1) & a)) | ((a ^ d) + ((a & d) + (a & d)))) - ((((((~ d | a) + d) + 1) & a) * ((((~ d | a) + d) + 1) | a) + ((((~ d | a) + d) + 1) & ~ a) * (~ (((~ d | a) + d) + 1) & a)) & ((a ^ d) + ((a & d) + (a & d))))) & ((~ ((a | a) - (a & a)) | d) - ~ ((a | a) - (a & a)))),(((((d&a)*a)^(a+d))^((a^a)&d)))
(((((- c - 1) - ((d ^ e) - ((~ d & e) + (~ d & e)))) - (((- c - 1) | ~ ((d ^ e) - ((~ d & e) + (~ d & e)))) << 1)) - 2) ^ (((((d + (((d + e) + 1) + ((- d - 1) | (- e - 1)))) + 1) + ((- d - 1) | (- (((d + e) + 1) + ((- d - 1) | (- e - 1))) - 1))) ^ ((((e ^ d) + ((e & d) + (e & d))) & ~ e) - (~ ((e ^ d) + ((e & d) + (e & d))) & e))) - ((~ (((d + (((d + e) + 1) + ((- d - 1) | (- e - 1)))) + 1) + ((- d - 1) | (- (((d + e) + 1) + ((- d - 1) | (- e - 1))) - 1))) & ((((e ^ d) + ((e & d) + (e & d))) & ~ e) - (~ ((e ^ d) + ((e & d) + (e & d))) & e))) + (~ (((d + (((d + e) + 1) + ((- d - 1) | (- e - 1)))) + 1) + ((- d - 1) | (- (((d + e) + 1) + ((- d - 1) | (- e - 1))) - 1))) & ((((e ^ d) + ((e & d) + (e & d))) & ~ e) - (~ ((e ^ d) + ((e & d) + (e & d))) & e)))))) - ((~ ((((- c - 1) - ((d ^ e) - ((~ d & e) + (~ d & e)))) - (((- c - 1) | ~ ((d ^ e) - ((~ d & e) + (~ d & e)))) << 1)) - 2) & (((((d + (((d + e) + 1) + ((- d - 1) | (- e - 1)))) + 1) + ((- d - 1) | (- (((d + e) + 1) + ((- d - 1) | (- e - 1))) - 1))) ^ ((((e ^ d) + ((e & d) + (e & d))) & ~ e) - (~ ((e ^ d) + ((e & d) + (e & d))) & e))) - ((~ (((d + (((d + e) + 1) + ((- d - 1) | (- e - 1)))) + 1) + ((- d - 1) | (- (((d + e) + 1) + ((- d - 1) | (- e - 1))) - 1))) & ((((e ^ d) + ((e & d) + (e & d))) & ~ e) - (~ ((e ^ d) + ((e & d) + (e & d))) & e))) + (~ (((d + (((d + e) + 1) + ((- d - 1) | (- e - 1)))) + 1) + ((- d - 1) | (- (((d + e) + 1) + ((- d - 1) | (- e - 1))) - 1))) & ((((e ^ d) + ((e & d) + (e & d))) & ~ e) - (~ ((e ^ d) + ((e & d) + (e & d))) & e)))))) << 1),((((~c)^(d-e))-((d|(d|e))-((e+d)-e))))
- ((((((((~ (((e + e) + 1) + ((- e - 1) | (- e - 1))) | ((~ e | e) - ~ e)) + (((e + e) + 1) + ((- e - 1) | (- e - 1)))) + 1) | (- a - 1)) - ((((~ (((e + e) + 1) + ((- e - 1) | (- e - 1))) | ((~ e | e) - ~ e)) + (((e + e) + 1) + ((- e - 1) | (- e - 1)))) + 1) & (- a - 1))) ^ ~ ((a & ~ (~ a + 1)) + (~ a + 1))) + (((((((~ (((e + e) + 1) + ((- e - 1) | (- e - 1))) | ((~ e | e) - ~ e)) + (((e + e) + 1) + ((- e - 1) | (- e - 1)))) + 1) | (- a - 1)) - ((((~ (((e + e) + 1) + ((- e - 1) | (- e - 1))) | ((~ e | e) - ~ e)) + (((e + e) + 1) + ((- e - 1) | (- e - 1)))) + 1) & (- a - 1))) | ((a & ~ (~ a + 1)) + (~ a + 1))) + ((((((~ (((e + e) + 1) + ((- e - 1) | (- e - 1))) | ((~ e | e) - ~ e)) + (((e + e) + 1) + ((- e - 1) | (- e - 1)))) + 1) | (- a - 1)) - ((((~ (((e + e) + 1) + ((- e - 1) | (- e - 1))) | ((~ e | e) - ~ e)) + (((e + e) + 1) + ((- e - 1) | (- e - 1)))) + 1) & (- a - 1))) | ((a & ~ (~ a + 1)) + (~ a + 1))))) + 1) - 1,((~((((e|e)&(e&e))^(~a))+(a|(-a)))))
(((((d + ~ e) + 1) + ~ (~ ((d + ~ d) + 1) + 1)) + 1) ^ (((((~ e | e) + e) + 1) + ~ ((d & ~ a) + a)) + 1)) - ((~ ((((d + ~ e) + 1) + ~ (~ ((d + ~ d) + 1) + 1)) + 1) & (((((~ e | e) + e) + 1) + ~ ((d & ~ a) + a)) + 1)) + (~ ((((d + ~ e) + 1) + ~ (~ ((d + ~ d) + 1) + 1)) + 1) & (((((~ e | e) + e) + 1) + ~ ((d & ~ a) + a)) + 1))),((((d-e)-(-(d-d)))-((e&e)-(d|a))))
((((b & b) + ~ (b | b)) + (((~ e + 1) + ~ (((b & ~ b) << 1) - (b ^ b))) + 1)) + 1) + ((- ((b & b) + ~ (b | b)) - 1) | (- (((~ e + 1) + ~ (((b & ~ b) << 1) - (b ^ b))) + 1) - 1)),(((~(b^b))|((-e)-(b-b))))
(((~ ((d + ~ b) + 1) | d) - ~ ((d + ~ b) + 1)) - ~ ((~ ((a | b) - (a & b)) | d) - ~ ((a | b) - (a & b)))) - 1,((((d-b)&d)+((a^b)&d)))
((((((b - b) - ((b | ~ b) + (b | ~ b))) - 2) | c) - ((((b - b) - ((b | ~ b) + (b | ~ b))) - 2) & c)) & ~ (((e + (((((e & c) * (e | c) + (e & ~ c) * (~ e & c)) + b) + 1) + ((- ((e & c) * (e | c) + (e & ~ c) * (~ e & c)) - 1) | (- b - 1)))) + 1) + ((- e - 1) | (- (((((e & c) * (e | c) + (e & ~ c) * (~ e & c)) + b) + 1) + ((- ((e & c) * (e | c) + (e & ~ c) * (~ e & c)) - 1) | (- b - 1))) - 1)))) + (((e + (((((e & c) * (e | c) + (e & ~ c) * (~ e & c)) + b) + 1) + ((- ((e & c) * (e | c) + (e & ~ c) * (~ e & c)) - 1) | (- b - 1)))) + 1) + ((- e - 1) | (- (((((e & c) * (e | c) + (e & ~ c) * (~ e & c)) + b) + 1) + ((- ((e & c) * (e | c) + (e & ~ c) * (~ e & c)) - 1) | (- b - 1))) - 1))),((((b^b)^c)|(e|((e*c)|b))))
((~ ((((~ e | e) + e) + 1) - 1) & ~ (((((e & d) * (e | d) + (e & ~ d) * (~ e & d)) & ~ e) + e) - 1)) << 1) - (~ ((((~ e | e) + e) + 1) - 1) ^ (((((e & d) * (e | d) + (e & ~ d) * (~ e & d)) & ~ e) + e) - 1)),(((-(e&e))-(~(-((e*d)|e)))))
((((e - ((e & ~ d) + d)) - ((e | ~ ((e & ~ d) + d)) << 1)) - 2) - ~ (((d + ~ ((~ e | e) - ~ e)) + 1) + 1)) - 1,(((e^(e|d))+(-(~(d-(e&e))))))
(~ (((((~ b | a) - ~ b) & ~ b) + b) - 1) & ~ ((((b & ~ a) - (~ b & a)) & (~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) + 1)) * (((b & ~ a) - (~ b & a)) | (~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) + 1)) + (((b & ~ a) - (~ b & a)) & ~ (~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) + 1)) * (~ ((b & ~ a) - (~ b & a)) & (~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) + 1)))) + ((((b & ~ a) - (~ b & a)) & (~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) + 1)) * (((b & ~ a) - (~ b & a)) | (~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) + 1)) + (((b & ~ a) - (~ b & a)) & ~ (~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) + 1)) * (~ ((b & ~ a) - (~ b & a)) & (~ (((a ^ ~ a) + ((a | a) + (a | a))) + 1) + 1))),(((-((b&a)|b))|((b-a)*(-(a+a)))))
- ((~ (~ a + 1) | (((a | (((~ a | a) + a) + 1)) + (a | (((~ a | a) + a) + 1))) - (a ^ (((~ a | a) + a) + 1)))) - ~ (~ a + 1)) - 1,((~((-a)&(a+(a&a)))))
((((~ (((~ e | b) + e) + 1) | b) + (((~ e | b) + e) + 1)) + 1) & (((~ c | c) + c) + 1)) * ((((~ (((~ e | b) + e) + 1) | b) + (((~ e | b) + e) + 1)) + 1) | (((~ c | c) + c) + 1)) + ((((~ (((~ e | b) + e) + 1) | b) + (((~ e | b) + e) + 1)) + 1) & ~ (((~ c | c) + c) + 1)) * (~ (((~ (((~ e | b) + e) + 1) | b) + (((~ e | b) + e) + 1)) + 1) & (((~ c | c) + c) + 1)),((((e&b)&b)*(c&c)))
(((((a + e) + 1) + ((- a - 1) | (- e - 1))) & ((b ^ ((a - ~ b) - 1)) - ((~ b & ((a - ~ b) - 1)) + (~ b & ((a - ~ b) - 1))))) - ((((a + e) + 1) + ((- a - 1) | (- e - 1))) | ((b ^ ((a - ~ b) - 1)) - ((~ b & ((a - ~ b) - 1)) + (~ b & ((a - ~ b) - 1)))))) - 1,((~((a|e)^(b-(a+b)))))
~ (~ (((((((((~ b | b) + b) + 1) + ((a & ~ (((b | b) << 1) - (b ^ b))) - (~ a & (((b | b) << 1) - (b ^ b))))) + 1) + ((- (((~ b | b) + b) + 1) - 1) | (- ((a & ~ (((b | b) << 1) - (b ^ b))) - (~ a & (((b | b) << 1) - (b ^ b)))) - 1))) & ~ ((b + ~ (((b & b) - (b | b)) - 1)) + 1)) + ((b + ~ (((b & b) - (b | b)) - 1)) + 1)) - 1)) + 1,((-(-(((b&b)|(a-(b+b)))|(b-(~(b^b)))))))
~ ((((((a & ~ (((b + b) + 1) + ((- b - 1) | (- b - 1)))) + (((b + b) + 1) + ((- b - 1) | (- b - 1)))) - (((~ d | d) + d) + 1)) - ((((a & ~ (((b + b) + 1) + ((- b - 1) | (- b - 1)))) + (((b + b) + 1) + ((- b - 1) | (- b - 1)))) | ~ (((~ d | d) + d) + 1)) + (((a & ~ (((b + b) + 1) + ((- b - 1) | (- b - 1)))) + (((b + b) + 1) + ((- b - 1) | (- b - 1)))) | ~ (((~ d | d) + d) + 1)))) - 2) - 1),((-((a|(b|b))^(d&d))))
~ (((((((((~ d | (((c - c) - ((c | ~ c) + (c | ~ c))) - 2)) - ~ d) - ((((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c)) + ((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c))) - ((((c & ~ d) + (c & ~ d)) - (c ^ d)) ^ ((d & ~ c) + c)))) - ((((~ d | (((c - c) - ((c | ~ c) + (c | ~ c))) - 2)) - ~ d) | ~ ((((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c)) + ((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c))) - ((((c & ~ d) + (c & ~ d)) - (c ^ d)) ^ ((d & ~ c) + c)))) << 1)) - 2) + ((c & c) + ~ (c | c))) + 1) + ((- (((((~ d | (((c - c) - ((c | ~ c) + (c | ~ c))) - 2)) - ~ d) - ((((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c)) + ((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c))) - ((((c & ~ d) + (c & ~ d)) - (c ^ d)) ^ ((d & ~ c) + c)))) - ((((~ d | (((c - c) - ((c | ~ c) + (c | ~ c))) - 2)) - ~ d) | ~ ((((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c)) + ((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c))) - ((((c & ~ d) + (c & ~ d)) - (c ^ d)) ^ ((d & ~ c) + c)))) << 1)) - 2) - 1) | (- ((c & c) + ~ (c | c)) - 1))) - 1),((-(((d&(c^c))^((c-d)+(d|c)))|(~(c^c)))))
~ (((~ (((((((e & ~ c) << 1) - (e ^ c)) - ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) - (((((e & ~ c) << 1) - (e ^ c)) | ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) << 1)) - 2) - 1) & ~ (~ (~ ((c | e) - e) + 1) + 1)) + (~ (((((((e & ~ c) << 1) - (e ^ c)) - ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) - (((((e & ~ c) << 1) - (e ^ c)) | ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) << 1)) - 2) - 1) & ~ (~ (~ ((c | e) - e) + 1) + 1))) - (~ (((((((e & ~ c) << 1) - (e ^ c)) - ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) - (((((e & ~ c) << 1) - (e ^ c)) | ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) << 1)) - 2) - 1) ^ (~ (~ ((c | e) - e) + 1) + 1))) + 1,((-((-((e-c)^(e*c)))-(-(-(c&(~e)))))))
